Designation,Department,Degree,Year,Type,Department.1,Degree.1,Year.1,Access
vis_prof,eni,BE,NotA,asgn,eni,BE,4,Yes
vis_prof,chem,ME,NotA,q_pr,chem,ME,1,Yes
vis_prof,IT,BE,NotA,asgn,IT,BE,4,Yes
stu,pha,ME,1,dept_bud,pha,ME,1,Yes
prof,chem,ME,NotA,quiz,chem,ME,1,Yes
stu,chem,BE,2,dept_bud,chem,BE,2,Yes
adj_prof,IT,BE,NotA,asgn,IT,BE,4,Yes
adj_prof,pha,ME,NotA,asgn,pha,ME,3,Yes
adj_prof,IT,ME,NotA,std_mat,IT,ME,4,Yes
vis_prof,chem,ME,1,stu_rec,chem,ME,1,Yes
prof,eni,ME,NotA,proj,eni,ME,3,Yes
prof,eni,ME,NotA,proj,eni,ME,2,Yes
vis_prof,IT,NotA,NotA,quiz,IT,mtech,3,Yes
vis_prof,eni,ME,NotA,asgn,eni,ME,4,Yes
vis_prof,chem,ME,NotA,asgn,chem,ME,4,Yes
stu,pha,BE,3,dept_bud,pha,BE,3,Yes
vis_prof,IT,BE,4,grade_book,IT,BE,4,Yes
prof,eni,BE,NotA,quiz,eni,BE,4,Yes
adj_prof,chem,NotA,NotA,dept_bud,chem,btech,2,Yes
stu,pha,BE,3,dept_bud,pha,BE,3,Yes
adj_prof,IT,NotA,NotA,quiz,IT,btech,1,Yes
adj_prof,pha,NotA,NotA,quiz,pha,mtech,1,Yes
vis_prof,chem,ME,1,attdn,chem,ME,1,Yes
stu,IT,BE,3,dept_bud,IT,BE,3,Yes
adj_prof,chem,BE,2,stu_rec,chem,BE,2,Yes
vis_prof,chem,BE,4,stu_rec,chem,BE,4,Yes
vis_prof,IT,BE,2,stu_rec,IT,BE,2,Yes
vis_prof,eni,BE,NotA,q_pr,eni,BE,3,Yes
adj_prof,IT,BE,1,attdn,IT,BE,1,Yes
prof,pha,ME,NotA,proj,pha,ME,2,Yes
vis_prof,IT,ME,NotA,q_pr,IT,ME,4,Yes
adj_prof,eni,BE,NotA,q_pr,eni,BE,1,Yes
adj_prof,chem,BE,NotA,q_pr,chem,BE,3,Yes
stu,IT,BE,2,dept_bud,IT,BE,2,Yes
adj_prof,chem,ME,NotA,q_pr,chem,ME,3,Yes
vis_prof,eni,NotA,NotA,dept_bud,eni,mtech,4,Yes
vis_prof,pha,NotA,NotA,dept_bud,pha,NotA,2,Yes
vis_prof,chem,BE,NotA,std_mat,chem,BE,1,Yes
adj_prof,IT,BE,NotA,q_pr,IT,BE,1,Yes
stu,chem,BE,1,dept_bud,chem,BE,1,Yes
vis_prof,IT,ME,NotA,asgn,IT,ME,2,Yes
adj_prof,IT,BE,NotA,std_mat,IT,BE,3,Yes
stu,eni,BE,4,quiz,eni,BE,4,Yes
stu,IT,ME,2,quiz,IT,ME,2,Yes
vis_prof,chem,BE,NotA,q_pr,chem,BE,2,Yes
vis_prof,eni,NotA,NotA,proj,eni,mtech,2,Yes
stu,pha,BE,2,proj,pha,BE,2,Yes
vis_prof,eni,NotA,NotA,quiz,eni,btech,1,Yes
vis_prof,eni,BE,NotA,std_mat,eni,BE,4,Yes
adj_prof,IT,NotA,NotA,proj,IT,mtech,3,Yes
vis_prof,eni,NotA,NotA,dept_bud,eni,btech,3,Yes
vis_prof,chem,NotA,NotA,quiz,chem,btech,3,Yes
vis_prof,IT,BE,NotA,q_pr,IT,BE,1,Yes
adj_prof,chem,BE,1,attdn,chem,BE,1,Yes
vis_prof,IT,NotA,NotA,dept_bud,IT,mtech,2,Yes
vis_prof,eni,BE,NotA,asgn,eni,BE,1,Yes
adj_prof,pha,ME,NotA,asgn,pha,ME,2,Yes
adj_prof,eni,BE,NotA,asgn,eni,BE,1,Yes
officer,chem,ME,NotA,dept_bud,chem,ME,4,Yes
vis_prof,pha,NotA,NotA,dept_bud,pha,NotA,4,Yes
stu,IT,ME,1,proj,IT,ME,1,Yes
adj_prof,eni,ME,NotA,q_pr,eni,ME,3,Yes
vis_prof,chem,ME,2,grade_book,chem,ME,2,Yes
adj_prof,eni,ME,NotA,std_mat,eni,ME,4,Yes
adj_prof,IT,ME,1,stu_rec,IT,ME,1,Yes
adj_prof,pha,NotA,NotA,dept_bud,pha,mtech,1,Yes
vis_prof,pha,BE,1,attdn,pha,BE,1,Yes
adj_prof,chem,ME,NotA,q_pr,chem,ME,1,Yes
stu,IT,BE,4,dept_bud,IT,BE,4,Yes
vis_prof,chem,NotA,NotA,proj,chem,btech,4,Yes
vis_prof,eni,ME,2,grade_book,eni,ME,2,Yes
prof,IT,ME,NotA,quiz,IT,ME,1,Yes
adj_prof,eni,ME,NotA,std_mat,eni,ME,3,Yes
vis_prof,IT,ME,NotA,asgn,IT,ME,3,Yes
vis_prof,eni,NotA,NotA,quiz,eni,btech,2,Yes
adj_prof,pha,NotA,NotA,proj,pha,mtech,2,Yes
vis_prof,IT,NotA,NotA,dept_bud,IT,NotA,3,Yes
adj_prof,eni,BE,1,std_mat,eni,BE,1,Yes
vis_prof,IT,BE,NotA,asgn,IT,BE,1,Yes
stu,pha,ME,2,quiz,pha,ME,2,Yes
vis_prof,pha,BE,NotA,asgn,pha,BE,1,Yes
vis_prof,eni,BE,4,stu_rec,eni,BE,4,Yes
prof,IT,ME,NotA,quiz,IT,ME,1,Yes
adj_prof,IT,BE,NotA,asgn,IT,BE,1,Yes
adj_prof,eni,BE,NotA,q_pr,eni,BE,4,Yes
adj_prof,eni,ME,NotA,q_pr,eni,ME,4,Yes
adj_prof,eni,NotA,NotA,proj,eni,mtech,2,Yes
vis_prof,chem,ME,NotA,asgn,chem,ME,3,Yes
adj_prof,chem,BE,NotA,std_mat,chem,BE,1,Yes
adj_prof,pha,ME,NotA,q_pr,pha,ME,2,Yes
adj_prof,eni,ME,NotA,std_mat,eni,ME,1,Yes
adj_prof,pha,BE,NotA,std_mat,pha,BE,3,Yes
adj_prof,eni,ME,1,grade_book,eni,ME,1,Yes
vis_prof,eni,BE,NotA,asgn,eni,BE,2,Yes
vis_prof,pha,BE,NotA,q_pr,pha,BE,1,Yes
vis_prof,eni,NotA,NotA,dept_bud,eni,NotA,2,Yes
vis_prof,chem,BE,1,std_mat,chem,BE,1,Yes
adj_prof,chem,ME,NotA,std_mat,chem,ME,2,Yes
prof,pha,BE,NotA,quiz,pha,BE,3,Yes
vis_prof,eni,BE,NotA,std_mat,eni,BE,1,Yes
prof,pha,ME,NotA,quiz,pha,ME,2,Yes
adj_prof,IT,NotA,NotA,proj,IT,btech,3,Yes
adj_prof,IT,ME,NotA,asgn,IT,ME,1,Yes
vis_prof,eni,BE,NotA,std_mat,eni,BE,2,Yes
vis_prof,eni,BE,2,std_mat,eni,BE,2,Yes
vis_prof,pha,NotA,NotA,dept_bud,pha,NotA,1,Yes
adj_prof,pha,ME,NotA,std_mat,pha,ME,1,Yes
vis_prof,eni,NotA,NotA,quiz,eni,mtech,3,Yes
adj_prof,IT,ME,NotA,q_pr,IT,ME,1,Yes
vis_prof,eni,BE,NotA,q_pr,eni,BE,2,Yes
adj_prof,eni,ME,NotA,asgn,eni,ME,2,Yes
vis_prof,chem,BE,NotA,asgn,chem,BE,1,Yes
vis_prof,eni,NotA,NotA,proj,eni,btech,1,Yes
prof,eni,ME,NotA,proj,eni,ME,1,Yes
vis_prof,IT,BE,NotA,asgn,IT,BE,4,Yes
adj_prof,chem,BE,2,std_mat,chem,BE,2,Yes
stu,chem,ME,1,proj,chem,ME,1,Yes
stu,IT,BE,1,proj,pha,BE,1,No
prof,eni,NotA,NotA,quiz,IT,BE,4,No
stu,IT,BE,3,proj,pha,BE,3,No
adj_prof,pha,ME,NotA,q_pr,chem,btech,2,No
vis_prof,IT,NotA,NotA,std_mat,pha,ME,3,No
adj_prof,chem,BE,3,grade_book,eni,BE,3,No
vis_prof,pha,NotA,NotA,q_pr,chem,ME,1,No
adj_prof,chem,NotA,NotA,quiz,eni,btech,3,No
vis_prof,IT,NotA,NotA,q_pr,pha,ME,2,No
adj_prof,pha,ME,NotA,asgn,chem,btech,3,No
stu,chem,BE,2,dept_bud,eni,BE,2,No
adj_prof,eni,NotA,NotA,q_pr,IT,ME,1,No
vis_prof,chem,NotA,NotA,q_pr,eni,ME,4,No
stu,me,mtech,2,dept_bud,chem,BE,NotA,No
vis_prof,eni,BE,2,attdn,IT,BE,2,No
stu,IT,ME,1,proj,pha,ME,1,No
adj_prof,eni,NotA,NotA,asgn,IT,ME,4,No
stu,pha,BE,4,proj,chem,BE,4,No
vis_prof,eni,ME,NotA,std_mat,IT,mtech,3,No
adj_prof,chem,NotA,NotA,q_pr,eni,ME,1,No
vis_prof,chem,NotA,NotA,q_pr,eni,ME,3,No
adj_prof,chem,NotA,NotA,proj,eni,mtech,2,No
vis_prof,chem,ME,NotA,asgn,eni,btech,3,No
vis_prof,IT,NotA,NotA,dept_bud,pha,btech,2,No
stu,ece,mtech,2,dept_bud,chem,BE,NotA,No
adj_prof,pha,NotA,NotA,asgn,chem,ME,2,No
adj_prof,IT,BE,NotA,q_pr,pha,btech,1,No
stu,cse,mtech,1,dept_bud,pha,BE,NotA,No
stu,pha,BE,1,dept_bud,chem,BE,1,No
vis_prof,pha,NotA,NotA,quiz,chem,mtech,4,No
vis_prof,chem,NotA,NotA,dept_bud,eni,btech,1,No
adj_prof,eni,ME,NotA,asgn,IT,btech,1,No
adj_prof,eni,ME,NotA,asgn,IT,mtech,3,No
vis_prof,IT,NotA,NotA,quiz,pha,mtech,1,No
stu,eni,BE,4,dept_bud,IT,BE,4,No
vis_prof,eni,NotA,NotA,dept_bud,IT,btech,2,No
adj_prof,eni,NotA,NotA,proj,IT,mtech,2,No
adj_prof,eni,NotA,NotA,std_mat,IT,BE,1,No
vis_prof,eni,NotA,NotA,q_pr,IT,BE,2,No
vis_prof,chem,NotA,NotA,q_pr,eni,BE,3,No
adj_prof,chem,NotA,NotA,proj,eni,btech,3,No
adj_prof,IT,BE,NotA,q_pr,pha,mtech,2,No
stu,chem,ME,1,quiz,eni,ME,1,No
vis_prof,IT,ME,2,attdn,pha,ME,2,No
vis_prof,ece,mtech,1,dept_bud,chem,NotA,NotA,No
adj_prof,chem,BE,NotA,asgn,eni,mtech,3,No
vis_prof,IT,BE,NotA,q_pr,pha,btech,1,No
vis_prof,chem,NotA,NotA,dept_bud,eni,btech,4,No
prof,IT,NotA,NotA,quiz,pha,ME,1,No
adj_prof,IT,NotA,NotA,asgn,pha,BE,1,No
adj_prof,chem,NotA,NotA,q_pr,eni,BE,1,No
adj_prof,chem,NotA,NotA,quiz,eni,btech,2,No
stu,cse,BE,2,dept_bud,chem,NotA,NotA,No
stu,pha,BE,1,proj,chem,BE,1,No
stu,chem,BE,2,quiz,eni,BE,2,No
adj_prof,eni,NotA,NotA,proj,IT,mtech,1,No
adj_prof,eni,BE,3,stu_rec,IT,BE,3,No
prof,chem,BE,NotA,proj,eni,btech,4,No
stu,ce,ME,1,dept_bud,pha,NotA,NotA,No
vis_prof,eni,NotA,NotA,quiz,IT,mtech,1,No
adj_prof,IT,NotA,NotA,std_mat,pha,BE,3,No
adj_prof,IT,NotA,NotA,proj,pha,btech,2,No
adj_prof,chem,ME,1,attdn,eni,ME,1,No
vis_prof,IT,NotA,NotA,quiz,pha,mtech,3,No
vis_prof,IT,BE,2,std_mat,pha,BE,2,No
adj_prof,pha,ME,NotA,q_pr,chem,btech,1,No
stu,pha,ME,1,dept_bud,chem,ME,1,No
vis_prof,IT,ME,NotA,std_mat,pha,btech,4,No
adj_prof,IT,BE,1,stu_rec,pha,BE,1,No
vis_prof,chem,BE,3,std_mat,eni,BE,3,No
vis_prof,eni,ME,2,stu_rec,IT,ME,2,No
adj_prof,pha,BE,2,std_mat,chem,BE,2,No
stu,eni,ME,2,dept_bud,IT,ME,2,No
vis_prof,chem,ME,NotA,std_mat,eni,btech,2,No
adj_prof,eni,BE,NotA,asgn,IT,mtech,1,No
adj_prof,eni,NotA,NotA,proj,IT,mtech,2,No
prof,IT,BE,NotA,quiz,pha,btech,3,No
vis_prof,pha,BE,NotA,std_mat,chem,mtech,1,No
stu,IT,BE,2,dept_bud,pha,BE,2,No
prof,chem,BE,NotA,quiz,eni,btech,4,No
adj_prof,eni,BE,4,attdn,IT,BE,4,No
vis_prof,chem,ME,2,attdn,eni,ME,2,No
stu,IT,ME,1,quiz,pha,ME,1,No
prof,pha,BE,NotA,quiz,chem,mtech,2,No
adj_prof,eni,ME,2,std_mat,IT,ME,2,No
vis_prof,chem,NotA,NotA,quiz,eni,mtech,2,No
stu,eni,BE,2,dept_bud,IT,BE,2,No
vis_prof,IT,NotA,NotA,std_mat,pha,ME,1,No
prof,pha,BE,NotA,proj,chem,mtech,1,No
adj_prof,IT,NotA,NotA,proj,pha,btech,4,No
prof,pha,NotA,NotA,quiz,chem,ME,1,No
vis_prof,chem,ME,NotA,asgn,eni,btech,2,No
adj_prof,pha,NotA,NotA,q_pr,chem,ME,3,No
adj_prof,IT,BE,1,std_mat,pha,BE,1,No
vis_prof,eni,NotA,NotA,q_pr,IT,ME,3,No
vis_prof,eni,BE,NotA,q_pr,IT,mtech,1,No
vis_prof,chem,NotA,NotA,asgn,eni,BE,1,No
adj_prof,eni,BE,1,std_mat,IT,BE,1,No
stu,pha,mtech,1,dept_bud,eni,NotA,NotA,No
vis_prof,pha,ME,1,grade_book,chem,ME,1,No
adj_prof,eni,BE,1,grade_book,IT,BE,1,No
stu,IT,BE,2,proj,pha,BE,2,No
stu,IT,ME,2,quiz,pha,ME,2,No
vis_prof,pha,BE,4,attdn,chem,BE,4,No
adj_prof,chem,NotA,NotA,quiz,eni,mtech,2,No
adj_prof,chem,ME,NotA,asgn,eni,mtech,4,No
adj_prof,IT,ME,2,grade_book,pha,ME,2,No
vis_prof,pha,BE,NotA,std_mat,chem,btech,1,No
adj_prof,pha,NotA,NotA,dept_bud,chem,btech,3,No
adj_prof,chem,NotA,NotA,quiz,eni,btech,4,No
stu,ece,BE,1,dept_bud,pha,NotA,NotA,No
stu,chem,BE,4,proj,eni,BE,4,No
vis_prof,eni,NotA,NotA,proj,IT,mtech,2,No
adj_prof,IT,BE,NotA,std_mat,pha,mtech,3,No
adj_prof,chem,ME,NotA,q_pr,eni,btech,3,No
adj_prof,IT,BE,4,grade_book,pha,BE,4,No
vis_prof,eni,ME,1,attdn,IT,ME,1,No
adj_prof,eni,NotA,NotA,q_pr,IT,ME,4,No
prof,eni,NotA,NotA,proj,IT,ME,1,No
prof,eni,NotA,NotA,proj,IT,BE,2,No
stu,me,mtech,1,dept_bud,chem,ME,NotA,No
stu,cse,ME,2,dept_bud,eni,NotA,NotA,No
prof,eni,BE,NotA,proj,IT,btech,4,No
adj_prof,IT,NotA,NotA,asgn,pha,ME,1,No
vis_prof,chem,NotA,NotA,proj,eni,btech,3,No
vis_prof,eni,NotA,NotA,std_mat,IT,ME,2,No
vis_prof,eni,NotA,NotA,dept_bud,IT,btech,1,No
stu,IT,ME,1,quiz,pha,ME,1,No
adj_prof,IT,NotA,NotA,dept_bud,pha,mtech,3,No
vis_prof,eni,NotA,NotA,quiz,IT,btech,4,No
vis_prof,me,mtech,1,dept_bud,pha,NotA,NotA,No
adj_prof,eni,BE,NotA,std_mat,IT,btech,1,No
vis_prof,chem,BE,NotA,q_pr,eni,btech,4,No
vis_prof,pha,BE,3,attdn,chem,BE,3,No
vis_prof,pha,ME,2,std_mat,chem,ME,2,No
adj_prof,eni,BE,NotA,q_pr,IT,mtech,4,No
vis_prof,chem,NotA,NotA,quiz,eni,mtech,3,No
stu,cse,ME,1,dept_bud,chem,NotA,NotA,No
vis_prof,eni,NotA,NotA,dept_bud,IT,mtech,1,No
adj_prof,eni,NotA,NotA,quiz,IT,btech,2,No
prof,eni,NotA,NotA,proj,IT,ME,3,No
vis_prof,chem,BE,NotA,std_mat,eni,mtech,1,No
adj_prof,eni,NotA,NotA,quiz,IT,mtech,2,No
prof,eni,ME,NotA,quiz,IT,btech,2,No
vis_prof,IT,NotA,NotA,asgn,pha,BE,3,No
prof,pha,ME,NotA,proj,chem,btech,1,No
vis_prof,eni,NotA,NotA,dept_bud,IT,mtech,4,No
prof,pha,BE,NotA,quiz,chem,btech,4,No
adj_prof,chem,BE,NotA,std_mat,eni,btech,1,No
stu,ce,mtech,2,dept_bud,pha,BE,NotA,No
adj_prof,pha,NotA,NotA,asgn,chem,BE,3,No
vis_prof,IT,NotA,NotA,std_mat,pha,ME,2,No
vis_prof,eni,NotA,NotA,std_mat,IT,ME,4,No
vis_prof,ce,mtech,2,dept_bud,eni,NotA,NotA,No
prof,eni,ME,NotA,quiz,IT,mtech,1,No
adj_prof,pha,ME,NotA,asgn,chem,mtech,2,No
prof,eni,NotA,NotA,quiz,IT,BE,3,No
adj_prof,pha,ME,NotA,asgn,chem,btech,4,No
adj_prof,chem,ME,NotA,std_mat,eni,btech,2,No
adj_prof,chem,BE,4,std_mat,eni,BE,4,No
vis_prof,eni,ME,NotA,asgn,IT,mtech,2,No
adj_prof,IT,NotA,NotA,asgn,pha,BE,4,No
prof,chem,NotA,NotA,quiz,eni,ME,2,No
adj_prof,pha,ME,NotA,std_mat,chem,mtech,3,No
vis_prof,IT,BE,3,stu_rec,pha,BE,3,No
vis_prof,IT,ME,NotA,std_mat,pha,mtech,4,No
adj_prof,chem,NotA,NotA,quiz,eni,btech,3,No
adj_prof,IT,NotA,NotA,std_mat,pha,BE,4,No
prof,pha,BE,NotA,quiz,chem,btech,2,No
vis_prof,IT,BE,NotA,q_pr,pha,btech,4,No
adj_prof,pha,ME,NotA,q_pr,chem,mtech,2,No
adj_prof,IT,NotA,NotA,quiz,pha,btech,3,No
stu,pha,BE,1,quiz,chem,BE,1,No
adj_prof,eni,NotA,NotA,q_pr,IT,ME,1,No
vis_prof,eni,ME,1,std_mat,IT,ME,1,No
adj_prof,chem,ME,NotA,asgn,eni,btech,4,No
vis_prof,IT,NotA,NotA,quiz,pha,mtech,4,No
vis_prof,eni,BE,4,grade_book,IT,BE,4,No
vis_prof,chem,NotA,NotA,proj,eni,mtech,1,No
stu,eni,BE,1,proj,IT,BE,1,No
adj_prof,chem,ME,NotA,asgn,eni,btech,2,No
adj_prof,eni,ME,NotA,std_mat,IT,btech,3,No
adj_prof,IT,BE,NotA,asgn,pha,btech,2,No
adj_prof,IT,NotA,NotA,dept_bud,pha,mtech,1,No
prof,pha,ME,NotA,proj,chem,btech,3,No
stu,me,ME,1,dept_bud,eni,NotA,NotA,No
adj_prof,pha,BE,NotA,std_mat,chem,btech,4,No
stu,IT,BE,4,proj,pha,BE,4,No
vis_prof,pha,BE,1,attdn,chem,BE,1,No
vis_prof,pha,BE,NotA,asgn,chem,btech,1,No
vis_prof,pha,ME,NotA,asgn,chem,mtech,1,No
stu,eni,ME,2,dept_bud,IT,ME,2,No
stu,chem,ME,2,quiz,eni,ME,2,No
vis_prof,eni,NotA,NotA,dept_bud,IT,btech,3,No
prof,chem,BE,NotA,quiz,eni,mtech,1,No
stu,chem,BE,1,quiz,eni,BE,1,No
vis_prof,eni,NotA,NotA,proj,IT,btech,3,No
stu,pha,BE,2,quiz,chem,BE,2,No
vis_prof,IT,ME,NotA,asgn,pha,mtech,3,No
adj_prof,IT,BE,3,attdn,pha,BE,3,No
adj_prof,chem,NotA,NotA,proj,eni,btech,4,No
adj_prof,eni,NotA,NotA,quiz,IT,btech,3,No
adj_prof,pha,NotA,NotA,proj,chem,mtech,4,No
adj_prof,eni,BE,3,grade_book,IT,BE,3,No
stu,chem,BE,4,quiz,eni,BE,4,No
adj_prof,pha,BE,2,grade_book,chem,BE,2,No
adj_prof,chem,NotA,NotA,std_mat,eni,BE,1,No
adj_prof,IT,NotA,NotA,proj,pha,mtech,1,No
adj_prof,eni,NotA,NotA,std_mat,IT,BE,4,No
vis_prof,cse,mtech,2,dept_bud,pha,NotA,NotA,No
adj_prof,chem,BE,3,attdn,eni,BE,3,No
