DESIGNATION,Project_name,Department,Experience_level,Resource,Project_name.1,Resource_clearance,Department.1,Access
MTS,P1,DEVELOPMENT,junior,TAX_DETAIL,P3,low,FINANCE,NO
MTS,P2,DEVELOPMENT,junior,TAX_DETAIL,P3,low,FINANCE,NO
MTS,P1,DEVELOPMENT,senior,STORAGE,P3,high,TECHNICAL,YES
MTS,P1,DEVELOPMENT,junior,GPU,P3,low,TECHNICAL,NO
MTS,P2,DEVELOPMENT,intermediate,STORAGE,P3,high,TECHNICAL,NO
DATA_ANALYST,P1,DEVELOPMENT,junior,PF_DETAIL,P3,high,HR,NO
DATA_ANALYST,P1,DEVELOPMENT,junior,PF_DETAIL,P3,medium,HR,NO
DATA_ANALYST,P2,DEVELOPMENT,junior,PF_DETAIL,P3,medium,HR,NO
DATA_ANALYST,P1,DEVELOPMENT,junior,ALLOCATED_FUND,P3,high,FINANCE,NO
DATA_ANALYST,P1,DEVELOPMENT,junior,ALLOCATED_FUND,P3,low,FINANCE,NO
DATA_ANALYST,P2,DEVELOPMENT,junior,FINANCE_REPORT,P3,low,FINANCE,NO
DATA_ANALYST,P2,DEVELOPMENT,intermediate,FINANCE_REPORT,P3,high,FINANCE,NO
DATA_ANALYST,P1,DEVELOPMENT,junior,TAX_DETAIL,P3,high,FINANCE,NO
DATA_ANALYST,P1,DEVELOPMENT,junior,TAX_DETAIL,P3,low,FINANCE,NO
DATA_ANALYST,P2,DEVELOPMENT,junior,TAX_DETAIL,P3,low,FINANCE,NO
DATA_ANALYST,P1,DEVELOPMENT,senior,STORAGE,P3,high,TECHNICAL,YES
DATA_ANALYST,P1,DEVELOPMENT,junior,GPU,P3,low,TECHNICAL,NO
DATA_ANALYST,P2,DEVELOPMENT,intermediate,STORAGE,P3,high,TECHNICAL,NO
SALES_MANAGER,NotA,FINANCE,junior,PF_DETAIL,P3,low,HR,NO
SALES_MANAGER,NotA,FINANCE,junior,PF_DETAIL,P3,medium,HR,NO
SALES_MANAGER,NotA,FINANCE,senior,FINANCE_REPORT,P3,medium,FINANCE,YES
SALES_MANAGER,NotA,FINANCE,junior,FINANCE_REPORT,P3,low,FINANCE,YES
SALES_MANAGER,NotA,FINANCE,senior,TAX_DETAIL,P3,medium,FINANCE,YES
SALES_MANAGER,NotA,FINANCE,junior,TAX_DETAIL,P3,low,FINANCE,YES
DEVOPS_ENGINEER,NotA,TECHNICAL,intermediate,PF_DETAIL,P3,high,HR,NO
DEVOPS_ENGINEER,NotA,TECHNICAL,junior,ALLOCATED_FUND,P3,low,FINANCE,NO
DEVOPS_ENGINEER,NotA,TECHNICAL,junior,ALLOCATED_FUND,P3,medium,FINANCE,NO
DEVOPS_ENGINEER,NotA,TECHNICAL,junior,TAX_DETAIL,P3,medium,FINANCE,NO
CFO,NotA,ADMINISTRATION,senior,FINANCE_REPORT,P3,low,FINANCE,YES
CFO,NotA,ADMINISTRATION,senior,FINANCE_REPORT,P3,medium,FINANCE,YES
CFO,NotA,ADMINISTRATION,senior,FINANCE_REPORT,P3,high,FINANCE,YES
CFO,NotA,ADMINISTRATION,senior,ALLOCATED_FUND,P3,low,FINANCE,YES
CFO,NotA,ADMINISTRATION,senior,ALLOCATED_FUND,P3,medium,FINANCE,YES
CFO,NotA,ADMINISTRATION,senior,ALLOCATED_FUND,P3,high,FINANCE,YES
CFO,NotA,ADMINISTRATION,senior,TAX_DETAIL,P3,low,FINANCE,YES
CFO,NotA,ADMINISTRATION,senior,TAX_DETAIL,P3,medium,FINANCE,YES
CFO,NotA,ADMINISTRATION,senior,TAX_DETAIL,P3,high,FINANCE,YES
CFO,NotA,ADMINISTRATION,senior,GPU,P3,medium,TECHNICAL,NO
CFO,NotA,ADMINISTRATION,senior,STORAGE,P3,medium,TECHNICAL,NO
CFO,NotA,ADMINISTRATION,senior,PF_DETAIL,P3,low,HR,NO
DATA_ANALYST,P3,DEVELOPMENT,intermediate,GPU,P3,medium,TECHNICAL,YES
DATA_ANALYST,NotA,DEVELOPMENT,junior,GPU,P3,low,TECHNICAL,YES
DATA_ANALYST,P3,DEVELOPMENT,senior,GPU,P3,high,TECHNICAL,YES
DATA_ANALYST,P3,DEVELOPMENT,senior,GPU,P3,medium,TECHNICAL,YES
DATA_ANALYST,P3,DEVELOPMENT,intermediate,STORAGE,P3,medium,TECHNICAL,YES
DATA_ANALYST,P3,DEVELOPMENT,senior,STORAGE,P3,high,TECHNICAL,YES
DATA_ANALYST,NotA,DEVELOPMENT,junior,STORAGE,P3,low,TECHNICAL,YES
DATA_ANALYST,P3,DEVELOPMENT,senior,STORAGE,P3,medium,TECHNICAL,YES
DATA_ANALYST,P3,DEVELOPMENT,intermediate,PF_DETAIL,P3,high,HR,NO
DATA_ANALYST,NotA,DEVELOPMENT,junior,PF_DETAIL,P3,low,HR,NO
DATA_ANALYST,P3,DEVELOPMENT,junior,PF_DETAIL,P3,medium,HR,NO
MTS,P3,DEVELOPMENT,intermediate,GPU,P3,medium,TECHNICAL,YES
MTS,NotA,DEVELOPMENT,junior,GPU,P3,low,TECHNICAL,YES
MTS,P3,DEVELOPMENT,senior,GPU,P3,high,TECHNICAL,YES
MTS,P3,DEVELOPMENT,senior,GPU,P3,medium,TECHNICAL,YES
MTS,P3,DEVELOPMENT,intermediate,STORAGE,P3,medium,TECHNICAL,YES
MTS,P3,DEVELOPMENT,senior,STORAGE,P3,high,TECHNICAL,YES
MTS,NotA,DEVELOPMENT,junior,STORAGE,P3,low,TECHNICAL,YES
MTS,P3,DEVELOPMENT,senior,STORAGE,P3,medium,TECHNICAL,YES
MTS,P3,DEVELOPMENT,intermediate,PF_DETAIL,P3,high,HR,NO
MTS,NotA,DEVELOPMENT,junior,PF_DETAIL,P3,low,HR,NO
MTS,P3,DEVELOPMENT,junior,PF_DETAIL,P3,medium,HR,NO
TESTER,P3,DEVELOPMENT,intermediate,GPU,P3,medium,TECHNICAL,YES
TESTER,NotA,DEVELOPMENT,junior,GPU,P3,low,TECHNICAL,YES
TESTER,P3,DEVELOPMENT,senior,GPU,P3,high,TECHNICAL,YES
TESTER,P3,DEVELOPMENT,senior,GPU,P3,medium,TECHNICAL,YES
TESTER,P3,DEVELOPMENT,intermediate,STORAGE,P3,medium,TECHNICAL,YES
TESTER,P3,DEVELOPMENT,senior,STORAGE,P3,high,TECHNICAL,YES
TESTER,NotA,DEVELOPMENT,junior,STORAGE,P3,low,TECHNICAL,YES
TESTER,P3,DEVELOPMENT,senior,STORAGE,P3,medium,TECHNICAL,YES
TESTER,P3,DEVELOPMENT,intermediate,PF_DETAIL,P3,high,HR,NO
TESTER,NotA,DEVELOPMENT,junior,PF_DETAIL,P3,low,HR,NO
TESTER,P3,DEVELOPMENT,junior,PF_DETAIL,P3,medium,HR,NO
SYSTEM_ARCHITECT,P3,DEVELOPMENT,intermediate,GPU,P3,medium,TECHNICAL,YES
SYSTEM_ARCHITECT,NotA,DEVELOPMENT,junior,GPU,P3,low,TECHNICAL,YES
SYSTEM_ARCHITECT,P3,DEVELOPMENT,senior,GPU,P3,high,TECHNICAL,YES
SYSTEM_ARCHITECT,P3,DEVELOPMENT,senior,GPU,P3,medium,TECHNICAL,YES
SYSTEM_ARCHITECT,P3,DEVELOPMENT,intermediate,STORAGE,P3,medium,TECHNICAL,YES
SYSTEM_ARCHITECT,P3,DEVELOPMENT,senior,STORAGE,P3,high,TECHNICAL,YES
SYSTEM_ARCHITECT,NotA,DEVELOPMENT,junior,STORAGE,P3,low,TECHNICAL,YES
SYSTEM_ARCHITECT,P3,DEVELOPMENT,senior,STORAGE,P3,medium,TECHNICAL,YES
SYSTEM_ARCHITECT,P3,DEVELOPMENT,intermediate,PF_DETAIL,P3,high,HR,NO
SYSTEM_ARCHITECT,NotA,DEVELOPMENT,junior,PF_DETAIL,P3,low,HR,NO
SYSTEM_ARCHITECT,P3,DEVELOPMENT,junior,PF_DETAIL,P3,medium,HR,NO
PRINCIPAL,P3,DEVELOPMENT,intermediate,GPU,P3,medium,TECHNICAL,YES
PRINCIPAL,NotA,DEVELOPMENT,junior,GPU,P3,low,TECHNICAL,YES
PRINCIPAL,P3,DEVELOPMENT,senior,GPU,P3,high,TECHNICAL,YES
PRINCIPAL,P3,DEVELOPMENT,senior,GPU,P3,medium,TECHNICAL,YES
PRINCIPAL,P3,DEVELOPMENT,intermediate,STORAGE,P3,medium,TECHNICAL,YES
PRINCIPAL,P3,DEVELOPMENT,senior,STORAGE,P3,high,TECHNICAL,YES
PRINCIPAL,NotA,DEVELOPMENT,junior,STORAGE,P3,low,TECHNICAL,YES
PRINCIPAL,P3,DEVELOPMENT,senior,STORAGE,P3,medium,TECHNICAL,YES
PRINCIPAL,P3,DEVELOPMENT,intermediate,PF_DETAIL,P3,high,HR,NO
PRINCIPAL,P3,DEVELOPMENT,junior,PF_DETAIL,P3,medium,HR,NO
SECURTY_ENGINEER,NotA,TECHNICAL,intermediate,GPU,P3,medium,TECHNICAL,YES
SECURTY_ENGINEER,NotA,TECHNICAL,junior,GPU,P3,low,TECHNICAL,YES
SECURTY_ENGINEER,NotA,TECHNICAL,junior,STORAGE,P3,low,TECHNICAL,YES
SECURTY_ENGINEER,NotA,TECHNICAL,intermediate,STORAGE,P3,medium,TECHNICAL,YES
DEVOPS_ENGINEER,NotA,TECHNICAL,intermediate,GPU,P3,medium,TECHNICAL,YES
DEVOPS_ENGINEER,NotA,TECHNICAL,junior,GPU,P3,low,TECHNICAL,YES
DEVOPS_ENGINEER,NotA,TECHNICAL,senior,GPU,P3,medium,TECHNICAL,YES
DEVOPS_ENGINEER,NotA,TECHNICAL,junior,STORAGE,P3,low,TECHNICAL,YES
DEVOPS_ENGINEER,NotA,TECHNICAL,senior,STORAGE,P3,medium,TECHNICAL,YES
DEVOPS_ENGINEER,NotA,TECHNICAL,intermediate,STORAGE,P3,medium,TECHNICAL,YES
DEVOPS_ENGINEER,NotA,TECHNICAL,junior,PF_DETAIL,P3,medium,HR,NO
PRINCIPAL,NotA,DEVELOPMENT,junior,FINANCE_REPORT,P3,low,FINANCE,YES
PRINCIPAL,NotA,DEVELOPMENT,intermediate,FINANCE_REPORT,P3,medium,FINANCE,YES
SYSTEM_ARCHITECT,P3,DEVELOPMENT,senior,FINANCE_REPORT,P3,medium,FINANCE,YES
SECURITY_ENGINEER,NotA,TECHNICAL,junior,FINANCE_REPORT,P3,high,FINANCE,NO
DEVOPS_ENGINEER,NotA,TECHNICAL,junior,FINANCE_REPORT,P3,high,FINANCE,NO
PRINCIPAL,NotA,DEVELOPMENT,junior,ALLOCATED_FUND,P3,low,FINANCE,YES
PRINCIPAL,NotA,DEVELOPMENT,intermediate,ALLOCATED_FUND,P3,medium,FINANCE,YES
SYSTEM_ARCHITECT,P3,DEVELOPMENT,senior,ALLOCATED_FUND,P3,medium,FINANCE,YES
SECURITY_ENGINEER,NotA,TECHNICAL,junior,ALLOCATED_FUND,P3,high,FINANCE,NO
SALES_MANAGER,NotA,FINANCE,junior,ALLOCATED_FUND,P3,low,FINANCE,YES
DEVOPS_ENGINEER,NotA,TECHNICAL,junior,ALLOCATED_FUND,P3,high,FINANCE,NO
PRINCIPAL,NotA,DEVELOPMENT,junior,TAX_DETAIL,P3,low,FINANCE,YES
PRINCIPAL,NotA,DEVELOPMENT,intermediate,TAX_DETAIL,P3,medium,FINANCE,YES
SYSTEM_ARCHITECT,P3,DEVELOPMENT,senior,TAX_DETAIL,P3,medium,FINANCE,YES
SECURITY_ENGINEER,NotA,TECHNICAL,junior,TAX_DETAIL,P3,high,FINANCE,NO
DEVOPS_ENGINEER,NotA,TECHNICAL,junior,TAX_DETAIL,P3,high,FINANCE,NO
PRINCIPAL,NotA,DEVELOPMENT,junior,PF_DETAIL,P3,low,FINANCE,YES
PRINCIPAL,NotA,DEVELOPMENT,intermediate,PF_DETAIL,P3,medium,FINANCE,YES
SYSTEM_ARCHITECT,P3,DEVELOPMENT,senior,PF_DETAIL,P3,medium,FINANCE,YES
SECURITY_ENGINEER,NotA,TECHNICAL,junior,PF_DETAIL,P3,high,FINANCE,NO
SALES_MANAGER,NotA,FINANCE,junior,PF_DETAIL,P3,low,FINANCE,YES
DEVOPS_ENGINEER,NotA,TECHNICAL,junior,PF_DETAIL,P3,high,FINANCE,NO
PRINCIPAL,NotA,DEVELOPMENT,intermediate,GPU,P3,medium,TECHNICAL,YES
SYSTEM_ARCHITECT,P3,DEVELOPMENT,junior,GPU,P3,low,TECHNICAL,YES
TESTER,P3,DEVELOPMENT,senior,GPU,P3,low,TECHNICAL,YES
TESTER,P3,DEVELOPMENT,junior,GPU,P3,low,TECHNICAL,YES
TESTER,P3,DEVELOPMENT,junior,GPU,P3,medium,TECHNICAL,NO
TESTER,P3,DEVELOPMENT,junior,GPU,P3,high,TECHNICAL,NO
TESTER,P3,DEVELOPMENT,intermediate,GPU,P3,low,TECHNICAL,YES
TESTER,P3,DEVELOPMENT,intermediate,GPU,P3,high,TECHNICAL,NO
SECURITY_ENGINEER,NotA,TECHNICAL,senior,GPU,P3,medium,TECHNICAL,YES
SECURITY_ENGINEER,NotA,TECHNICAL,junior,GPU,P3,low,TECHNICAL,YES
MTS,P3,DEVELOPMENT,junior,GPU,P3,low,TECHNICAL,YES
DATA_ANALYST,P3,DEVELOPMENT,junior,GPU,P3,low,TECHNICAL,YES
SALES_MANAGER,NotA,FINANCE,junior,GPU,P3,medium,TECHNICAL,NO
SALES_MANAGER,NotA,FINANCE,junior,GPU,P3,high,TECHNICAL,NO
PRINCIPAL,NotA,DEVELOPMENT,intermediate,STORAGE,P3,medium,TECHNICAL,YES
SYSTEM_ARCHITECT,P3,DEVELOPMENT,junior,STORAGE,P3,low,TECHNICAL,YES
TESTER,P3,DEVELOPMENT,senior,STORAGE,P3,low,TECHNICAL,YES
TESTER,P3,DEVELOPMENT,junior,STORAGE,P3,low,TECHNICAL,YES
TESTER,P3,DEVELOPMENT,junior,STORAGE,P3,medium,TECHNICAL,NO
TESTER,P3,DEVELOPMENT,junior,STORAGE,P3,high,TECHNICAL,NO
TESTER,P3,DEVELOPMENT,intermediate,STORAGE,P3,low,TECHNICAL,YES
TESTER,P3,DEVELOPMENT,intermediate,STORAGE,P3,high,TECHNICAL,NO
SECURITY_ENGINEER,NotA,TECHNICAL,senior,STORAGE,P3,medium,TECHNICAL,YES
SECURITY_ENGINEER,NotA,TECHNICAL,junior,STORAGE,P3,low,TECHNICAL,YES
MTS,P3,DEVELOPMENT,junior,STORAGE,P3,low,TECHNICAL,YES
DATA_ANALYST,P3,DEVELOPMENT,junior,STORAGE,P3,low,TECHNICAL,YES
SALES_MANAGER,NotA,FINANCE,junior,STORAGE,P3,medium,TECHNICAL,NO
SALES_MANAGER,NotA,FINANCE,junior,STORAGE,P3,high,TECHNICAL,NO
