DESIGNATION,Project_name,Department,Experience_level,Resource,Project_name.1,Resource_clearance,Department.1,Access
CEO,NotA,ADMINISTRATION,senior,EMP_DETAIL,P2,medium,DEVELOPMENT,YES
CEO,NotA,ADMINISTRATION,senior,PROJECT_DETAIL,P1,low,DEVELOPMENT,YES
CEO,NotA,ADMINISTRATION,senior,PROJECT_DETAIL,P2,low,DEVELOPMENT,YES
CEO,NotA,ADMINISTRATION,senior,PROJECT_COST,P1,low,FINANCE,YES
CEO,NotA,ADMINISTRATION,senior,PROJECT_COST,P2,high,FINANCE,YES
CEO,NotA,ADMINISTRATION,senior,SERVER,P1,medium,TECHNICAL,YES
CEO,NotA,ADMINISTRATION,senior,SERVER,P2,low,TECHNICAL,YES
CEO,NotA,ADMINISTRATION,senior,DATABASE,P1,high,TECHNICAL,YES
CEO,NotA,ADMINISTRATION,senior,DATABASE,P2,low,TECHNICAL,YES
CEO,NotA,ADMINISTRATION,senior,NETWORK_SETUP,P1,low,TECHNICAL,YES
CEO,NotA,ADMINISTRATION,senior,NETWORK_SETUP,P2,low,TECHNICAL,YES
DESIGNER,P1,DEVELOPMENT,junior,PROJECT_DETAIL,P1,low,DEVELOPMENT,YES
DESIGNER,P1,DEVELOPMENT,junior,PROJECT_DETAIL,P2,low,DEVELOPMENT,NO
DESIGNER,P1,DEVELOPMENT,junior,EMP_DETAIL,P1,low,DEVELOPMENT,NO
DESIGNER,P1,DEVELOPMENT,junior,EMP_DETAIL,P2,medium,DEVELOPMENT,NO
DESIGNER,P1,DEVELOPMENT,junior,SALARY_DETAIL,P1,medium,HR,NO
DESIGNER,P1,DEVELOPMENT,junior,SALARY_DETAIL,P2,high,HR,NO
DESIGNER,P1,DEVELOPMENT,junior,CLIENT_DETAIL,P1,low,HR,NO
DESIGNER,P1,DEVELOPMENT,junior,CLIENT_DETAIL,P2,high,HR,NO
DESIGNER,P1,DEVELOPMENT,junior,PROJECT_COST,P1,high,FINANCE,NO
DESIGNER,P1,DEVELOPMENT,junior,PROJECT_COST,P2,medium,FINANCE,NO
DESIGNER,P1,DEVELOPMENT,senior,SERVER,P1,medium,TECHNICAL,YES
DESIGNER,P1,DEVELOPMENT,junior,SERVER,P2,low,TECHNICAL,NO
DESIGNER,P1,DEVELOPMENT,senior,DATABASE,P1,medium,TECHNICAL,YES
DESIGNER,P1,DEVELOPMENT,junior,DATABASE,P2,low,TECHNICAL,NO
DESIGNER,P1,DEVELOPMENT,intermediate,NETWORK_SETUP,P1,high,TECHNICAL,NO
DESIGNER,P1,DEVELOPMENT,junior,NETWORK_SETUP,P2,medium,TECHNICAL,NO
DESIGNER,P2,DEVELOPMENT,junior,PROJECT_DETAIL,P1,low,DEVELOPMENT,NO
DESIGNER,P2,DEVELOPMENT,junior,PROJECT_DETAIL,P2,low,DEVELOPMENT,YES
DESIGNER,P2,DEVELOPMENT,intermediate,EMP_DETAIL,P1,high,DEVELOPMENT,NO
DESIGNER,P2,DEVELOPMENT,junior,EMP_DETAIL,P2,medium,DEVELOPMENT,NO
DESIGNER,P2,DEVELOPMENT,junior,SALARY_DETAIL,P1,medium,HR,NO
DESIGNER,P2,DEVELOPMENT,junior,SALARY_DETAIL,P2,medium,HR,NO
DESIGNER,P2,DEVELOPMENT,junior,CLIENT_DETAIL,P1,low,HR,NO
DESIGNER,P2,DEVELOPMENT,intermediate,CLIENT_DETAIL,P2,high,HR,NO
DESIGNER,P2,DEVELOPMENT,intermediate,PROJECT_COST,P1,high,FINANCE,NO
DESIGNER,P2,DEVELOPMENT,junior,PROJECT_COST,P2,medium,FINANCE,NO
DESIGNER,P2,DEVELOPMENT,junior,SERVER,P1,medium,TECHNICAL,NO
DESIGNER,P2,DEVELOPMENT,junior,SERVER,P2,low,TECHNICAL,YES
DESIGNER,P2,DEVELOPMENT,junior,DATABASE,P1,medium,TECHNICAL,NO
DESIGNER,P2,DEVELOPMENT,junior,DATABASE,P2,low,TECHNICAL,YES
DESIGNER,P2,DEVELOPMENT,intermediate,NETWORK_SETUP,P1,high,TECHNICAL,NO
DESIGNER,P2,DEVELOPMENT,junior,NETWORK_SETUP,P2,medium,TECHNICAL,NO
PROGRAMMER,P1,DEVELOPMENT,senior,PROJECT_DETAIL,P1,high,DEVELOPMENT,YES
PROGRAMMER,P1,DEVELOPMENT,junior,PROJECT_DETAIL,P2,medium,DEVELOPMENT,NO
PROGRAMMER,P1,DEVELOPMENT,junior,EMP_DETAIL,P1,low,DEVELOPMENT,NO
PROGRAMMER,P1,DEVELOPMENT,junior,EMP_DETAIL,P2,medium,DEVELOPMENT,NO
PROGRAMMER,P1,DEVELOPMENT,junior,SALARY_DETAIL,P1,medium,HR,NO
PROGRAMMER,P1,DEVELOPMENT,junior,SALARY_DETAIL,P2,medium,HR,NO
PROGRAMMER,P1,DEVELOPMENT,junior,CLIENT_DETAIL,P1,high,HR,NO
PROGRAMMER,P1,DEVELOPMENT,junior,CLIENT_DETAIL,P2,medium,HR,NO
PROGRAMMER,P1,DEVELOPMENT,junior,PROJECT_COST,P1,low,FINANCE,NO
PROGRAMMER,P1,DEVELOPMENT,junior,PROJECT_COST,P2,low,FINANCE,NO
PROGRAMMER,P1,DEVELOPMENT,senior,SERVER,P1,high,TECHNICAL,YES
PROGRAMMER,P1,DEVELOPMENT,junior,SERVER,P2,high,TECHNICAL,NO
PROGRAMMER,P1,DEVELOPMENT,senior,DATABASE,P1,high,TECHNICAL,YES
PROGRAMMER,P1,DEVELOPMENT,junior,DATABASE,P2,medium,TECHNICAL,NO
PROGRAMMER,P1,DEVELOPMENT,junior,NETWORK_SETUP,P1,low,TECHNICAL,NO
PROGRAMMER,P1,DEVELOPMENT,junior,NETWORK_SETUP,P2,medium,TECHNICAL,NO
PROGRAMMER,P2,DEVELOPMENT,intermediate,PROJECT_DETAIL,P1,high,DEVELOPMENT,NO
PROGRAMMER,P2,DEVELOPMENT,senior,PROJECT_DETAIL,P2,medium,DEVELOPMENT,YES
PROGRAMMER,P2,DEVELOPMENT,junior,EMP_DETAIL,P1,medium,DEVELOPMENT,NO
PROGRAMMER,P2,DEVELOPMENT,junior,EMP_DETAIL,P2,high,DEVELOPMENT,NO
PROGRAMMER,P2,DEVELOPMENT,junior,SALARY_DETAIL,P1,low,HR,NO
PROGRAMMER,P2,DEVELOPMENT,junior,SALARY_DETAIL,P2,low,HR,NO
PROGRAMMER,P2,DEVELOPMENT,junior,CLIENT_DETAIL,P1,medium,HR,NO
PROGRAMMER,P2,DEVELOPMENT,junior,CLIENT_DETAIL,P2,low,HR,NO
PROGRAMMER,P2,DEVELOPMENT,junior,PROJECT_COST,P1,high,FINANCE,NO
PROGRAMMER,P2,DEVELOPMENT,intermediate,PROJECT_COST,P2,high,FINANCE,NO
PROGRAMMER,P2,DEVELOPMENT,junior,SERVER,P1,low,TECHNICAL,NO
PROGRAMMER,P2,DEVELOPMENT,intermediate,SERVER,P2,medium,TECHNICAL,YES
PROGRAMMER,P2,DEVELOPMENT,junior,DATABASE,P1,medium,TECHNICAL,NO
PROGRAMMER,P2,DEVELOPMENT,senior,DATABASE,P2,high,TECHNICAL,YES
PROGRAMMER,P2,DEVELOPMENT,intermediate,NETWORK_SETUP,P1,high,TECHNICAL,NO
PROGRAMMER,P2,DEVELOPMENT,intermediate,NETWORK_SETUP,P2,high,TECHNICAL,NO
SDE,P1,DEVELOPMENT,intermediate,PROJECT_DETAIL,P1,medium,DEVELOPMENT,YES
SDE,P1,DEVELOPMENT,junior,PROJECT_DETAIL,P2,medium,DEVELOPMENT,NO
SDE,P1,DEVELOPMENT,junior,EMP_DETAIL,P1,low,DEVELOPMENT,NO
SDE,P1,DEVELOPMENT,junior,EMP_DETAIL,P2,medium,DEVELOPMENT,NO
SDE,P1,DEVELOPMENT,junior,SALARY_DETAIL,P1,low,HR,NO
SDE,P1,DEVELOPMENT,junior,SALARY_DETAIL,P2,medium,HR,NO
SDE,P1,DEVELOPMENT,junior,CLIENT_DETAIL,P1,low,HR,NO
SDE,P1,DEVELOPMENT,junior,CLIENT_DETAIL,P2,high,HR,NO
SDE,P1,DEVELOPMENT,intermediate,PROJECT_COST,P1,high,FINANCE,NO
SDE,P1,DEVELOPMENT,intermediate,PROJECT_COST,P2,high,FINANCE,NO
SDE,P1,DEVELOPMENT,senior,SERVER,P1,high,TECHNICAL,YES
SDE,P1,DEVELOPMENT,junior,SERVER,P2,low,TECHNICAL,NO
SDE,P1,DEVELOPMENT,junior,DATABASE,P1,low,TECHNICAL,YES
SDE,P1,DEVELOPMENT,junior,DATABASE,P2,low,TECHNICAL,NO
SDE,P1,DEVELOPMENT,junior,NETWORK_SETUP,P1,low,TECHNICAL,NO
SDE,P1,DEVELOPMENT,junior,NETWORK_SETUP,P2,medium,TECHNICAL,NO
SDE,P2,DEVELOPMENT,junior,PROJECT_DETAIL,P1,high,DEVELOPMENT,NO
SDE,P2,DEVELOPMENT,junior,PROJECT_DETAIL,P2,low,DEVELOPMENT,YES
SDE,P2,DEVELOPMENT,intermediate,EMP_DETAIL,P1,high,DEVELOPMENT,NO
SDE,P2,DEVELOPMENT,junior,EMP_DETAIL,P2,medium,DEVELOPMENT,NO
SDE,P2,DEVELOPMENT,junior,SALARY_DETAIL,P1,low,HR,NO
SDE,P2,DEVELOPMENT,junior,SALARY_DETAIL,P2,low,HR,NO
SDE,P2,DEVELOPMENT,junior,CLIENT_DETAIL,P1,low,HR,NO
SDE,P2,DEVELOPMENT,junior,CLIENT_DETAIL,P2,low,HR,NO
SDE,P2,DEVELOPMENT,junior,PROJECT_COST,P1,medium,FINANCE,NO
SDE,P2,DEVELOPMENT,intermediate,PROJECT_COST,P2,high,FINANCE,NO
SDE,P2,DEVELOPMENT,junior,SERVER,P1,high,TECHNICAL,NO
SDE,P2,DEVELOPMENT,senior,SERVER,P2,medium,TECHNICAL,YES
SDE,P2,DEVELOPMENT,junior,DATABASE,P1,medium,TECHNICAL,NO
SDE,P2,DEVELOPMENT,junior,DATABASE,P2,low,TECHNICAL,YES
SDE,P2,DEVELOPMENT,junior,NETWORK_SETUP,P1,high,TECHNICAL,NO
SDE,P2,DEVELOPMENT,junior,NETWORK_SETUP,P2,medium,TECHNICAL,NO
PROJECT_MANAGER,P1,DEVELOPMENT,junior,PROJECT_DETAIL,P1,low,DEVELOPMENT,YES
PROJECT_MANAGER,P1,DEVELOPMENT,junior,PROJECT_DETAIL,P2,medium,DEVELOPMENT,NO
PROJECT_MANAGER,P1,DEVELOPMENT,senior,EMP_DETAIL,P1,medium,DEVELOPMENT,YES
PROJECT_MANAGER,P1,DEVELOPMENT,junior,EMP_DETAIL,P2,low,DEVELOPMENT,NO
PROJECT_MANAGER,P1,DEVELOPMENT,junior,SALARY_DETAIL,P1,low,HR,NO
PROJECT_MANAGER,P1,DEVELOPMENT,junior,SALARY_DETAIL,P2,low,HR,NO
PROJECT_MANAGER,P1,DEVELOPMENT,junior,CLIENT_DETAIL,P1,medium,HR,NO
PROJECT_MANAGER,P1,DEVELOPMENT,intermediate,CLIENT_DETAIL,P2,high,HR,NO
PROJECT_MANAGER,P1,DEVELOPMENT,junior,PROJECT_COST,P1,low,FINANCE,YES
PROJECT_MANAGER,P1,DEVELOPMENT,intermediate,PROJECT_COST,P2,high,FINANCE,NO
PROJECT_MANAGER,P1,DEVELOPMENT,junior,SERVER,P1,low,TECHNICAL,YES
PROJECT_MANAGER,P1,DEVELOPMENT,junior,SERVER,P2,low,TECHNICAL,NO
PROJECT_MANAGER,P1,DEVELOPMENT,senior,DATABASE,P1,high,TECHNICAL,YES
PROJECT_MANAGER,P1,DEVELOPMENT,junior,DATABASE,P2,high,TECHNICAL,NO
PROJECT_MANAGER,P1,DEVELOPMENT,intermediate,NETWORK_SETUP,P1,medium,TECHNICAL,YES
PROJECT_MANAGER,P1,DEVELOPMENT,junior,NETWORK_SETUP,P2,low,TECHNICAL,NO
PROJECT_MANAGER,P2,DEVELOPMENT,junior,PROJECT_DETAIL,P1,medium,DEVELOPMENT,NO
PROJECT_MANAGER,P2,DEVELOPMENT,intermediate,PROJECT_DETAIL,P2,medium,DEVELOPMENT,YES
PROJECT_MANAGER,P2,DEVELOPMENT,junior,EMP_DETAIL,P1,medium,DEVELOPMENT,NO
PROJECT_MANAGER,P2,DEVELOPMENT,senior,EMP_DETAIL,P2,high,DEVELOPMENT,YES
PROJECT_MANAGER,P2,DEVELOPMENT,junior,SALARY_DETAIL,P1,medium,HR,NO
PROJECT_MANAGER,P2,DEVELOPMENT,junior,SALARY_DETAIL,P2,medium,HR,NO
PROJECT_MANAGER,P2,DEVELOPMENT,junior,CLIENT_DETAIL,P1,low,HR,NO
PROJECT_MANAGER,P2,DEVELOPMENT,junior,CLIENT_DETAIL,P2,low,HR,NO
PROJECT_MANAGER,P2,DEVELOPMENT,junior,PROJECT_COST,P1,low,FINANCE,NO
PROJECT_MANAGER,P2,DEVELOPMENT,senior,PROJECT_COST,P2,medium,FINANCE,YES
PROJECT_MANAGER,P2,DEVELOPMENT,junior,SERVER,P1,medium,TECHNICAL,NO
PROJECT_MANAGER,P2,DEVELOPMENT,intermediate,SERVER,P2,medium,TECHNICAL,YES
PROJECT_MANAGER,P2,DEVELOPMENT,junior,DATABASE,P1,low,TECHNICAL,NO
PROJECT_MANAGER,P2,DEVELOPMENT,intermediate,DATABASE,P2,medium,TECHNICAL,YES
PROJECT_MANAGER,P2,DEVELOPMENT,junior,NETWORK_SETUP,P1,medium,TECHNICAL,NO
PROJECT_MANAGER,P2,DEVELOPMENT,senior,NETWORK_SETUP,P2,medium,TECHNICAL,YES
PROJECT_LEADER,P1,DEVELOPMENT,junior,SALARY_DETAIL,P1,low,HR,NO
PROJECT_LEADER,P1,DEVELOPMENT,junior,SALARY_DETAIL,P2,low,HR,NO
PROJECT_LEADER,P2,DEVELOPMENT,junior,SALARY_DETAIL,P1,low,HR,NO
PROJECT_LEADER,P2,DEVELOPMENT,junior,SALARY_DETAIL,P2,low,HR,NO
PROJECT_LEADER,P1,DEVELOPMENT,senior,CLIENT_DETAIL,P1,medium,HR,YES
PROJECT_LEADER,P1,DEVELOPMENT,intermediate,CLIENT_DETAIL,P2,medium,HR,YES
PROJECT_LEADER,P2,DEVELOPMENT,junior,CLIENT_DETAIL,P1,low,HR,YES
PROJECT_LEADER,P2,DEVELOPMENT,intermediate,CLIENT_DETAIL,P2,medium,HR,YES
PROJECT_LEADER,P1,DEVELOPMENT,junior,EMP_DETAIL,P1,low,DEVELOPMENT,YES
PROJECT_LEADER,P1,DEVELOPMENT,senior,EMP_DETAIL,P2,high,DEVELOPMENT,YES
PROJECT_LEADER,P2,DEVELOPMENT,senior,EMP_DETAIL,P1,high,DEVELOPMENT,YES
PROJECT_LEADER,P2,DEVELOPMENT,senior,EMP_DETAIL,P2,medium,DEVELOPMENT,YES
PROJECT_LEADER,P1,DEVELOPMENT,senior,PROJECT_DETAIL,P1,medium,DEVELOPMENT,YES
PROJECT_LEADER,P1,DEVELOPMENT,junior,PROJECT_DETAIL,P2,low,DEVELOPMENT,YES
PROJECT_LEADER,P2,DEVELOPMENT,senior,PROJECT_DETAIL,P1,high,DEVELOPMENT,YES
PROJECT_LEADER,P2,DEVELOPMENT,junior,PROJECT_DETAIL,P2,low,DEVELOPMENT,YES
PROJECT_LEADER,P1,DEVELOPMENT,senior,PROJECT_COST,P1,high,FINANCE,YES
PROJECT_LEADER,P1,DEVELOPMENT,junior,PROJECT_COST,P2,low,FINANCE,YES
PROJECT_LEADER,P2,DEVELOPMENT,intermediate,PROJECT_COST,P1,medium,FINANCE,YES
PROJECT_LEADER,P2,DEVELOPMENT,intermediate,PROJECT_COST,P2,medium,FINANCE,YES
PROJECT_LEADER,P1,DEVELOPMENT,senior,SERVER,P1,high,TECHNICAL,YES
PROJECT_LEADER,P1,DEVELOPMENT,intermediate,SERVER,P2,medium,TECHNICAL,YES
PROJECT_LEADER,P2,DEVELOPMENT,senior,SERVER,P1,medium,TECHNICAL,YES
PROJECT_LEADER,P2,DEVELOPMENT,junior,SERVER,P2,low,TECHNICAL,YES
PROJECT_LEADER,P1,DEVELOPMENT,senior,DATABASE,P1,high,TECHNICAL,YES
PROJECT_LEADER,P1,DEVELOPMENT,senior,DATABASE,P2,high,TECHNICAL,YES
PROJECT_LEADER,P2,DEVELOPMENT,intermediate,DATABASE,P1,medium,TECHNICAL,YES
PROJECT_LEADER,P2,DEVELOPMENT,junior,DATABASE,P2,low,TECHNICAL,YES
PROJECT_LEADER,P1,DEVELOPMENT,senior,NETWORK_SETUP,P1,medium,TECHNICAL,YES
PROJECT_LEADER,P1,DEVELOPMENT,senior,NETWORK_SETUP,P2,high,TECHNICAL,YES
PROJECT_LEADER,P2,DEVELOPMENT,intermediate,NETWORK_SETUP,P1,medium,TECHNICAL,YES
PROJECT_LEADER,P2,DEVELOPMENT,senior,NETWORK_SETUP,P2,medium,TECHNICAL,YES
NETWORK_ENGINEER,NotA,TECHNICAL,junior,SALARY_DETAIL,P1,low,HR,NO
NETWORK_ENGINEER,NotA,TECHNICAL,junior,SALARY_DETAIL,P2,medium,HR,NO
NETWORK_ENGINEER,NotA,TECHNICAL,junior,CLIENT_DETAIL,P1,low,HR,NO
NETWORK_ENGINEER,NotA,TECHNICAL,junior,CLIENT_DETAIL,P2,medium,HR,NO
NETWORK_ENGINEER,NotA,TECHNICAL,junior,EMP_DETAIL,P1,medium,DEVELOPMENT,NO
NETWORK_ENGINEER,NotA,TECHNICAL,junior,EMP_DETAIL,P2,low,DEVELOPMENT,NO
NETWORK_ENGINEER,NotA,TECHNICAL,junior,PROJECT_DETAIL,P1,medium,DEVELOPMENT,NO
NETWORK_ENGINEER,NotA,TECHNICAL,junior,PROJECT_DETAIL,P2,medium,DEVELOPMENT,NO
NETWORK_ENGINEER,NotA,TECHNICAL,junior,PROJECT_COST,P1,medium,FINANCE,NO
NETWORK_ENGINEER,NotA,TECHNICAL,intermediate,PROJECT_COST,P2,high,FINANCE,NO
NETWORK_ENGINEER,NotA,TECHNICAL,junior,SERVER,P1,low,TECHNICAL,YES
NETWORK_ENGINEER,NotA,TECHNICAL,senior,SERVER,P2,high,TECHNICAL,YES
NETWORK_ENGINEER,NotA,TECHNICAL,junior,DATABASE,P1,low,TECHNICAL,NO
NETWORK_ENGINEER,NotA,TECHNICAL,junior,DATABASE,P2,medium,TECHNICAL,NO
NETWORK_ENGINEER,NotA,TECHNICAL,junior,NETWORK_SETUP,P1,low,TECHNICAL,YES
NETWORK_ENGINEER,NotA,TECHNICAL,senior,NETWORK_SETUP,P2,medium,TECHNICAL,YES
DATABASE_ENGINEER,NotA,TECHNICAL,junior,SALARY_DETAIL,P1,low,HR,NO
DATABASE_ENGINEER,NotA,TECHNICAL,intermediate,SALARY_DETAIL,P2,high,HR,NO
DATABASE_ENGINEER,NotA,TECHNICAL,junior,CLIENT_DETAIL,P1,high,HR,NO
DATABASE_ENGINEER,NotA,TECHNICAL,intermediate,CLIENT_DETAIL,P2,high,HR,NO
DATABASE_ENGINEER,NotA,TECHNICAL,junior,EMP_DETAIL,P1,medium,DEVELOPMENT,NO
DATABASE_ENGINEER,NotA,TECHNICAL,junior,EMP_DETAIL,P2,high,DEVELOPMENT,NO
DATABASE_ENGINEER,NotA,TECHNICAL,junior,PROJECT_DETAIL,P1,medium,DEVELOPMENT,NO
DATABASE_ENGINEER,NotA,TECHNICAL,junior,PROJECT_DETAIL,P2,low,DEVELOPMENT,NO
DATABASE_ENGINEER,NotA,TECHNICAL,junior,PROJECT_COST,P1,medium,FINANCE,NO
DATABASE_ENGINEER,NotA,TECHNICAL,intermediate,PROJECT_COST,P2,high,FINANCE,NO
DATABASE_ENGINEER,NotA,TECHNICAL,intermediate,SERVER,P1,medium,TECHNICAL,YES
DATABASE_ENGINEER,NotA,TECHNICAL,junior,SERVER,P2,low,TECHNICAL,YES
DATABASE_ENGINEER,NotA,TECHNICAL,intermediate,DATABASE,P1,medium,TECHNICAL,YES
DATABASE_ENGINEER,NotA,TECHNICAL,senior,DATABASE,P2,medium,TECHNICAL,YES
DATABASE_ENGINEER,NotA,TECHNICAL,junior,NETWORK_SETUP,P1,medium,TECHNICAL,NO
DATABASE_ENGINEER,NotA,TECHNICAL,junior,NETWORK_SETUP,P2,low,TECHNICAL,NO
IT_MANAGER,NotA,TECHNICAL,intermediate,SALARY_DETAIL,P1,high,HR,NO
IT_MANAGER,NotA,TECHNICAL,junior,SALARY_DETAIL,P2,high,HR,NO
IT_MANAGER,NotA,TECHNICAL,junior,CLIENT_DETAIL,P1,low,HR,NO
IT_MANAGER,NotA,TECHNICAL,intermediate,CLIENT_DETAIL,P2,high,HR,NO
IT_MANAGER,NotA,TECHNICAL,junior,EMP_DETAIL,P1,high,DEVELOPMENT,NO
IT_MANAGER,NotA,TECHNICAL,junior,EMP_DETAIL,P2,medium,DEVELOPMENT,NO
IT_MANAGER,NotA,TECHNICAL,junior,PROJECT_DETAIL,P1,medium,DEVELOPMENT,NO
IT_MANAGER,NotA,TECHNICAL,junior,PROJECT_DETAIL,P2,medium,DEVELOPMENT,NO
IT_MANAGER,NotA,TECHNICAL,intermediate,PROJECT_COST,P1,high,FINANCE,NO
IT_MANAGER,NotA,TECHNICAL,intermediate,PROJECT_COST,P2,high,FINANCE,NO
IT_MANAGER,NotA,TECHNICAL,intermediate,SERVER,P1,medium,TECHNICAL,YES
IT_MANAGER,NotA,TECHNICAL,senior,SERVER,P2,high,TECHNICAL,YES
IT_MANAGER,NotA,TECHNICAL,intermediate,DATABASE,P1,medium,TECHNICAL,YES
IT_MANAGER,NotA,TECHNICAL,junior,DATABASE,P2,low,TECHNICAL,YES
IT_MANAGER,NotA,TECHNICAL,intermediate,NETWORK_SETUP,P1,medium,TECHNICAL,YES
IT_MANAGER,NotA,TECHNICAL,junior,NETWORK_SETUP,P2,low,TECHNICAL,YES
DESIGNER,P4,DEVELOPMENT,junior,PROJECT_DETAIL,P2,medium,DEVELOPMENT,NO
DESIGNER,P4,DEVELOPMENT,junior,EMP_DETAIL,P2,low,DEVELOPMENT,NO
DESIGNER,P4,DEVELOPMENT,junior,SALARY_DETAIL,P2,high,HR,NO
DESIGNER,P4,DEVELOPMENT,junior,CLIENT_DETAIL,P2,medium,HR,NO
DESIGNER,P4,DEVELOPMENT,junior,PROJECT_COST,P2,low,FINANCE,NO
DESIGNER,P4,DEVELOPMENT,junior,SERVER,P2,medium,TECHNICAL,NO
DESIGNER,P4,DEVELOPMENT,junior,DATABASE,P2,medium,TECHNICAL,NO
DESIGNER,P4,DEVELOPMENT,junior,NETWORK_SETUP,P2,high,TECHNICAL,NO
PROGRAMMER,P4,DEVELOPMENT,intermediate,PROJECT_DETAIL,P2,high,DEVELOPMENT,NO
