DESIGNATION,Project_name,Department,Experience_level,Resource,Project_name.1,Resource_clearance,Department.1,Access
IT_MANAGER,NotA,TECHNICAL,junior,NETWORK_SETUP,P3,low,TECHNICAL,YES
IT_MANAGER,NotA,TECHNICAL,intermediate,PF_DETAIL,P2,high,HR,NO
IT_MANAGER,NotA,TECHNICAL,junior,ALLOCATED_FUND,P1,low,FINANCE,NO
IT_MANAGER,NotA,TECHNICAL,junior,ALLOCATED_FUND,P2,medium,FINANCE,NO
IT_MANAGER,NotA,TECHNICAL,junior,TAX_DETAIL,P1,medium,FINANCE,NO
IT_MANAGER,NotA,TECHNICAL,junior,TAX_DETAIL,P2,medium,FINANCE,NO
NETWORK_ENGINEER,NotA,TECHNICAL,junior,SALARY_DETAIL,P3,medium,HR,NO
NETWORK_ENGINEER,NotA,TECHNICAL,junior,CLIENT_DETAIL,P3,high,HR,NO
NETWORK_ENGINEER,NotA,TECHNICAL,junior,PROJECT_DETAIL,P3,high,DEVELOPMENT,NO
NETWORK_ENGINEER,NotA,TECHNICAL,junior,PROJECT_COST,P3,high,FINANCE,NO
NETWORK_ENGINEER,NotA,TECHNICAL,intermediate,SERVER,P3,medium,TECHNICAL,YES
NETWORK_ENGINEER,NotA,TECHNICAL,junior,DATABASE,P3,medium,TECHNICAL,NO
NETWORK_ENGINEER,NotA,TECHNICAL,senior,NETWORK_SETUP,P3,medium,TECHNICAL,YES
NETWORK_ENGINEER,NotA,TECHNICAL,junior,FINANCE_REPORT,P1,medium,FINANCE,NO
NETWORK_ENGINEER,NotA,TECHNICAL,intermediate,FINANCE_REPORT,P2,high,FINANCE,NO
NETWORK_ENGINEER,NotA,TECHNICAL,junior,TAX_DETAIL,P1,high,FINANCE,NO
NETWORK_ENGINEER,NotA,TECHNICAL,junior,TAX_DETAIL,P2,medium,FINANCE,NO
PRINCIPAL,NotA,DEVELOPMENT,junior,SALARY_DETAIL,P1,low,HR,NO
PRINCIPAL,NotA,DEVELOPMENT,junior,SALARY_DETAIL,P2,low,HR,NO
PRINCIPAL,NotA,DEVELOPMENT,junior,CLIENT_DETAIL,P1,low,HR,YES
PRINCIPAL,NotA,DEVELOPMENT,junior,CLIENT_DETAIL,P2,low,HR,YES
PRINCIPAL,NotA,DEVELOPMENT,intermediate,EMP_DETAIL,P1,medium,DEVELOPMENT,YES
PRINCIPAL,NotA,DEVELOPMENT,junior,EMP_DETAIL,P2,low,DEVELOPMENT,YES
PRINCIPAL,NotA,DEVELOPMENT,intermediate,PROJECT_DETAIL,P1,medium,DEVELOPMENT,YES
PRINCIPAL,NotA,DEVELOPMENT,junior,PROJECT_DETAIL,P2,low,DEVELOPMENT,YES
PRINCIPAL,NotA,DEVELOPMENT,junior,PROJECT_COST,P1,low,FINANCE,YES
PRINCIPAL,NotA,DEVELOPMENT,intermediate,PROJECT_COST,P2,medium,FINANCE,YES
PRINCIPAL,NotA,DEVELOPMENT,senior,SERVER,P1,high,TECHNICAL,YES
PRINCIPAL,NotA,DEVELOPMENT,senior,SERVER,P2,high,TECHNICAL,YES
PRINCIPAL,NotA,DEVELOPMENT,intermediate,DATABASE,P1,medium,TECHNICAL,YES
PROGRAMMER,P3,DEVELOPMENT,senior,PROJECT_DETAIL,P3,medium,DEVELOPMENT,YES
PROGRAMMER,P3,DEVELOPMENT,senior,SERVER,P3,high,TECHNICAL,YES
PROGRAMMER,P3,DEVELOPMENT,junior,SERVER,P2,medium,TECHNICAL,NO
PROGRAMMER,P3,DEVELOPMENT,junior,DATABASE,P3,low,TECHNICAL,YES
PROGRAMMER,P3,DEVELOPMENT,intermediate,DATABASE,P2,high,TECHNICAL,NO
PROGRAMMER,P3,DEVELOPMENT,junior,NETWORK_SETUP,P1,medium,TECHNICAL,NO
PROGRAMMER,P3,DEVELOPMENT,intermediate,NETWORK_SETUP,P2,high,TECHNICAL,NO
PROGRAMMER,P3,DEVELOPMENT,junior,PROJECT_DETAIL,P1,medium,DEVELOPMENT,NO
PROGRAMMER,P3,DEVELOPMENT,junior,PROJECT_DETAIL,P2,low,DEVELOPMENT,YES
PROGRAMMER,P3,DEVELOPMENT,junior,EMP_DETAIL,P1,medium,DEVELOPMENT,NO
PROGRAMMER,P3,DEVELOPMENT,junior,EMP_DETAIL,P2,low,DEVELOPMENT,NO
PROGRAMMER,P3,DEVELOPMENT,junior,SALARY_DETAIL,P1,low,HR,NO
PROGRAMMER,P3,DEVELOPMENT,junior,CLIENT_DETAIL,P2,low,HR,NO
PROGRAMMER,P3,DEVELOPMENT,junior,PROJECT_COST,P1,low,FINANCE,NO
PROGRAMMER,P3,DEVELOPMENT,junior,PROJECT_COST,P2,medium,FINANCE,NO
PROGRAMMER,P3,DEVELOPMENT,intermediate,SERVER,P1,high,TECHNICAL,NO
PROGRAMMER,P3,DEVELOPMENT,junior,DATABASE,P1,high,TECHNICAL,NO
PROGRAMMER,P1,DEVELOPMENT,junior,ALLOCATED_FUND,P1,low,FINANCE,NO
PROGRAMMER,P1,DEVELOPMENT,junior,ALLOCATED_FUND,P2,medium,FINANCE,NO
PROGRAMMER,P2,DEVELOPMENT,junior,ALLOCATED_FUND,P1,medium,FINANCE,NO
PROGRAMMER,P2,DEVELOPMENT,junior,ALLOCATED_FUND,P2,low,FINANCE,NO
PROGRAMMER,P1,DEVELOPMENT,intermediate,TAX_DETAIL,P1,high,FINANCE,NO
PROGRAMMER,P1,DEVELOPMENT,junior,TAX_DETAIL,P2,low,FINANCE,NO
PROGRAMMER,P2,DEVELOPMENT,junior,TAX_DETAIL,P1,low,FINANCE,NO
PROGRAMMER,P2,DEVELOPMENT,junior,TAX_DETAIL,P2,low,FINANCE,NO
PROGRAMMER,P1,DEVELOPMENT,intermediate,PROJECT_DETAIL,P1,medium,DEVELOPMENT,YES
PROGRAMMER,P1,DEVELOPMENT,intermediate,STORAGE,P1,medium,TECHNICAL,YES
PROGRAMMER,P1,DEVELOPMENT,intermediate,GPU,P2,high,TECHNICAL,NO
PROGRAMMER,P2,DEVELOPMENT,junior,STORAGE,P1,low,TECHNICAL,NO
PROGRAMMER,P2,DEVELOPMENT,junior,GPU,P2,low,TECHNICAL,YES
PROJECT_LEADER,NotA,DEVELOPMENT,junior,SALARY_DETAIL,P3,low,HR,NO
PROJECT_LEADER,NotA,DEVELOPMENT,senior,CLIENT_DETAIL,P3,high,HR,YES
PROJECT_LEADER,NotA,DEVELOPMENT,senior,EMP_DETAIL,P3,high,DEVELOPMENT,YES
PROJECT_LEADER,NotA,DEVELOPMENT,senior,PROJECT_DETAIL,P3,high,DEVELOPMENT,YES
PROJECT_LEADER,NotA,DEVELOPMENT,junior,PROJECT_COST,P3,low,FINANCE,YES
PROJECT_LEADER,NotA,DEVELOPMENT,junior,SERVER,P3,low,TECHNICAL,YES
PROJECT_LEADER,NotA,DEVELOPMENT,junior,PF_DETAIL,P1,medium,HR,NO
PROJECT_LEADER,NotA,DEVELOPMENT,junior,PF_DETAIL,P2,medium,HR,NO
PROJECT_LEADER,NotA,DEVELOPMENT,senior,FINANCE_REPORT,P1,high,FINANCE,YES
PROJECT_LEADER,NotA,DEVELOPMENT,intermediate,FINANCE_REPORT,P2,medium,FINANCE,YES
PROJECT_MANAGER,P3,DEVELOPMENT,junior,PROJECT_DETAIL,P3,low,DEVELOPMENT,YES
PROJECT_MANAGER,P3,DEVELOPMENT,intermediate,PROJECT_DETAIL,P1,high,DEVELOPMENT,NO
PROJECT_MANAGER,P3,DEVELOPMENT,senior,EMP_DETAIL,P3,high,DEVELOPMENT,YES
PROJECT_MANAGER,P3,DEVELOPMENT,junior,EMP_DETAIL,P2,medium,DEVELOPMENT,NO
PROJECT_MANAGER,P3,DEVELOPMENT,junior,SALARY_DETAIL,P3,medium,HR,NO
PROJECT_MANAGER,P3,DEVELOPMENT,junior,CLIENT_DETAIL,P1,low,HR,NO
PROJECT_MANAGER,P3,DEVELOPMENT,junior,CLIENT_DETAIL,P2,low,HR,NO
PROJECT_MANAGER,P3,DEVELOPMENT,senior,PROJECT_COST,P3,medium,FINANCE,YES
PROJECT_MANAGER,P3,DEVELOPMENT,junior,PROJECT_COST,P2,medium,FINANCE,NO
PROJECT_MANAGER,P3,DEVELOPMENT,senior,SERVER,P3,medium,TECHNICAL,YES
PROJECT_MANAGER,P3,DEVELOPMENT,intermediate,SERVER,P2,high,TECHNICAL,NO
PROJECT_MANAGER,P3,DEVELOPMENT,junior,DATABASE,P3,low,TECHNICAL,YES
PROJECT_MANAGER,P3,DEVELOPMENT,junior,DATABASE,P2,medium,TECHNICAL,NO
PROJECT_MANAGER,P3,DEVELOPMENT,intermediate,NETWORK_SETUP,P3,medium,TECHNICAL,YES
PROJECT_MANAGER,P3,DEVELOPMENT,intermediate,NETWORK_SETUP,P2,high,TECHNICAL,NO
PROJECT_MANAGER,P3,DEVELOPMENT,junior,EMP_DETAIL,P1,medium,DEVELOPMENT,NO
PROJECT_MANAGER,P3,DEVELOPMENT,junior,SALARY_DETAIL,P1,low,HR,NO
PROJECT_MANAGER,P3,DEVELOPMENT,junior,SALARY_DETAIL,P2,high,HR,NO
PROJECT_MANAGER,P3,DEVELOPMENT,junior,PROJECT_COST,P1,medium,FINANCE,NO
PROJECT_MANAGER,P3,DEVELOPMENT,junior,SERVER,P1,low,TECHNICAL,NO
PROJECT_MANAGER,P3,DEVELOPMENT,junior,DATABASE,P1,high,TECHNICAL,NO
PROJECT_MANAGER,P3,DEVELOPMENT,intermediate,NETWORK_SETUP,P1,high,TECHNICAL,NO
PROJECT_MANAGER,P1,DEVELOPMENT,junior,PF_DETAIL,P1,low,HR,NO
PROJECT_MANAGER,P1,DEVELOPMENT,junior,PF_DETAIL,P2,medium,HR,NO
PROJECT_MANAGER,P2,DEVELOPMENT,intermediate,PF_DETAIL,P1,high,HR,NO
PROJECT_MANAGER,P2,DEVELOPMENT,junior,PF_DETAIL,P2,medium,HR,NO
PROJECT_MANAGER,P1,DEVELOPMENT,junior,FINANCE_REPORT,P1,low,FINANCE,YES
PROJECT_MANAGER,P1,DEVELOPMENT,junior,FINANCE_REPORT,P2,medium,FINANCE,NO
PROJECT_MANAGER,P2,DEVELOPMENT,junior,FINANCE_REPORT,P1,medium,FINANCE,NO
PROJECT_MANAGER,P2,DEVELOPMENT,senior,FINANCE_REPORT,P2,high,FINANCE,YES
SDE,P3,DEVELOPMENT,junior,PROJECT_DETAIL,P3,low,DEVELOPMENT,YES
SDE,P3,DEVELOPMENT,junior,SALARY_DETAIL,P2,medium,HR,NO
SDE,P3,DEVELOPMENT,junior,CLIENT_DETAIL,P1,medium,HR,NO
SDE,P3,DEVELOPMENT,junior,CLIENT_DETAIL,P2,medium,HR,NO
SDE,P3,DEVELOPMENT,junior,PROJECT_COST,P1,low,FINANCE,NO
SDE,P3,DEVELOPMENT,junior,PROJECT_COST,P2,high,FINANCE,NO
SDE,P3,DEVELOPMENT,senior,SERVER,P3,high,TECHNICAL,YES
SDE,P3,DEVELOPMENT,junior,SERVER,P2,medium,TECHNICAL,NO
SDE,P3,DEVELOPMENT,junior,DATABASE,P3,low,TECHNICAL,YES
SDE,P3,DEVELOPMENT,junior,DATABASE,P2,low,TECHNICAL,NO
SDE,P3,DEVELOPMENT,junior,PROJECT_DETAIL,P1,high,DEVELOPMENT,NO
SDE,P3,DEVELOPMENT,intermediate,EMP_DETAIL,P1,high,DEVELOPMENT,NO
SDE,P3,DEVELOPMENT,junior,EMP_DETAIL,P2,high,DEVELOPMENT,NO
SDE,P3,DEVELOPMENT,junior,SALARY_DETAIL,P1,medium,HR,NO
SDE,P3,DEVELOPMENT,junior,SERVER,P1,high,TECHNICAL,NO
SDE,P3,DEVELOPMENT,junior,DATABASE,P1,medium,TECHNICAL,NO
SDE,P3,DEVELOPMENT,junior,NETWORK_SETUP,P1,low,TECHNICAL,NO
SDE,P3,DEVELOPMENT,junior,NETWORK_SETUP,P2,high,TECHNICAL,NO
SDE,P1,DEVELOPMENT,junior,PF_DETAIL,P1,high,HR,NO
SDE,P1,DEVELOPMENT,junior,PF_DETAIL,P2,medium,HR,NO
SDE,P2,DEVELOPMENT,junior,PF_DETAIL,P1,medium,HR,NO
SDE,P2,DEVELOPMENT,junior,PF_DETAIL,P2,medium,HR,NO
SDE,P1,DEVELOPMENT,junior,ALLOCATED_FUND,P1,high,FINANCE,NO
SDE,P1,DEVELOPMENT,junior,ALLOCATED_FUND,P2,low,FINANCE,NO
SDE,P2,DEVELOPMENT,junior,FINANCE_REPORT,P1,low,FINANCE,NO
SDE,P2,DEVELOPMENT,intermediate,FINANCE_REPORT,P2,high,FINANCE,NO
SDE,P1,DEVELOPMENT,junior,TAX_DETAIL,P1,high,FINANCE,NO
SDE,P1,DEVELOPMENT,junior,TAX_DETAIL,P2,low,FINANCE,NO
SDE,P2,DEVELOPMENT,junior,TAX_DETAIL,P1,low,FINANCE,NO
SDE,P2,DEVELOPMENT,junior,TAX_DETAIL,P2,low,FINANCE,NO
SDE,P1,DEVELOPMENT,senior,STORAGE,P1,high,TECHNICAL,YES
SDE,P1,DEVELOPMENT,junior,GPU,P2,low,TECHNICAL,NO
SDE,P2,DEVELOPMENT,intermediate,STORAGE,P1,high,TECHNICAL,NO
SECURTY_ENGINEER,NotA,TECHNICAL,junior,SALARY_DETAIL,P1,high,HR,NO
SECURTY_ENGINEER,NotA,TECHNICAL,junior,SALARY_DETAIL,P2,medium,HR,NO
SECURTY_ENGINEER,NotA,TECHNICAL,junior,CLIENT_DETAIL,P1,medium,HR,NO
SECURTY_ENGINEER,NotA,TECHNICAL,junior,CLIENT_DETAIL,P2,high,HR,NO
SECURTY_ENGINEER,NotA,TECHNICAL,junior,EMP_DETAIL,P1,low,DEVELOPMENT,NO
SECURTY_ENGINEER,NotA,TECHNICAL,junior,EMP_DETAIL,P2,low,DEVELOPMENT,NO
SECURTY_ENGINEER,NotA,TECHNICAL,junior,PROJECT_DETAIL,P1,medium,DEVELOPMENT,NO
SECURTY_ENGINEER,NotA,TECHNICAL,junior,PROJECT_DETAIL,P2,low,DEVELOPMENT,NO
SECURTY_ENGINEER,NotA,TECHNICAL,junior,PROJECT_COST,P1,medium,FINANCE,NO
SECURTY_ENGINEER,NotA,TECHNICAL,junior,PROJECT_COST,P2,low,FINANCE,NO
SECURTY_ENGINEER,NotA,TECHNICAL,senior,SERVER,P1,high,TECHNICAL,YES
SECURTY_ENGINEER,NotA,TECHNICAL,senior,SERVER,P2,medium,TECHNICAL,YES
SECURTY_ENGINEER,NotA,TECHNICAL,senior,DATABASE,P1,high,TECHNICAL,YES
SECURTY_ENGINEER,NotA,TECHNICAL,senior,DATABASE,P2,high,TECHNICAL,YES
SYSTEM_ARCHITECT,P1,DEVELOPMENT,senior,PROJECT_DETAIL,P1,medium,DEVELOPMENT,YES
SYSTEM_ARCHITECT,P1,DEVELOPMENT,junior,PROJECT_DETAIL,P2,high,DEVELOPMENT,NO
SYSTEM_ARCHITECT,P1,DEVELOPMENT,senior,EMP_DETAIL,P1,medium,DEVELOPMENT,YES
SYSTEM_ARCHITECT,P1,DEVELOPMENT,junior,EMP_DETAIL,P2,low,DEVELOPMENT,NO
SYSTEM_ARCHITECT,P1,DEVELOPMENT,junior,SALARY_DETAIL,P1,low,HR,NO
SYSTEM_ARCHITECT,P1,DEVELOPMENT,junior,CLIENT_DETAIL,P2,medium,HR,NO
SYSTEM_ARCHITECT,P1,DEVELOPMENT,intermediate,PROJECT_COST,P1,medium,FINANCE,YES
SYSTEM_ARCHITECT,P1,DEVELOPMENT,junior,PROJECT_COST,P2,medium,FINANCE,NO
SYSTEM_ARCHITECT,P1,DEVELOPMENT,senior,SERVER,P1,high,TECHNICAL,YES
SYSTEM_ARCHITECT,P1,DEVELOPMENT,junior,SERVER,P2,low,TECHNICAL,NO
SYSTEM_ARCHITECT,P1,DEVELOPMENT,junior,DATABASE,P2,high,TECHNICAL,NO
SYSTEM_ARCHITECT,P1,DEVELOPMENT,senior,NETWORK_SETUP,P1,high,TECHNICAL,YES
SYSTEM_ARCHITECT,P1,DEVELOPMENT,junior,NETWORK_SETUP,P2,medium,TECHNICAL,NO
SYSTEM_ARCHITECT,P2,DEVELOPMENT,junior,PROJECT_DETAIL,P1,high,DEVELOPMENT,NO
SYSTEM_ARCHITECT,P2,DEVELOPMENT,senior,PROJECT_DETAIL,P2,medium,DEVELOPMENT,YES
SYSTEM_ARCHITECT,P2,DEVELOPMENT,junior,EMP_DETAIL,P1,medium,DEVELOPMENT,NO
SYSTEM_ARCHITECT,P2,DEVELOPMENT,intermediate,EMP_DETAIL,P2,medium,DEVELOPMENT,YES
SYSTEM_ARCHITECT,P2,DEVELOPMENT,junior,SALARY_DETAIL,P1,low,HR,NO
SYSTEM_ARCHITECT,P2,DEVELOPMENT,junior,PROJECT_COST,P1,medium,FINANCE,NO
SYSTEM_ARCHITECT,P2,DEVELOPMENT,junior,PROJECT_COST,P2,low,FINANCE,YES
SYSTEM_ARCHITECT,P2,DEVELOPMENT,junior,SERVER,P1,high,TECHNICAL,NO
SYSTEM_ARCHITECT,P2,DEVELOPMENT,senior,SERVER,P2,medium,TECHNICAL,YES
SYSTEM_ARCHITECT,P2,DEVELOPMENT,junior,DATABASE,P1,low,TECHNICAL,NO
