DESIGNATION,Project_name,Department,Experience_level,Resource,Project_name.1,Resource_clearance,Department.1,Access
DATA_ANALYST,P3,DEVELOPMENT,junior,DATABASE,P2,low,TECHNICAL,NO
DATA_ANALYST,P3,DEVELOPMENT,junior,PROJECT_DETAIL,P1,high,DEVELOPMENT,NO
DATA_ANALYST,P3,DEVELOPMENT,intermediate,EMP_DETAIL,P1,high,DEVELOPMENT,NO
DATA_ANALYST,P3,DEVELOPMENT,junior,EMP_DETAIL,P2,high,DEVELOPMENT,NO
DATA_ANALYST,P3,DEVELOPMENT,junior,SALARY_DETAIL,P1,medium,HR,NO
DATA_ANALYST,P3,DEVELOPMENT,junior,SERVER,P1,high,TECHNICAL,NO
DATA_ANALYST,P3,DEVELOPMENT,junior,DATABASE,P1,medium,TECHNICAL,NO
DATA_ANALYST,P3,DEVELOPMENT,junior,NETWORK_SETUP,P1,low,TECHNICAL,NO
DATA_ANALYST,P3,DEVELOPMENT,junior,NETWORK_SETUP,P2,high,TECHNICAL,NO
DATA_ANALYST,P1,DEVELOPMENT,junior,PF_DETAIL,P1,high,HR,NO
DATA_ANALYST,P1,DEVELOPMENT,junior,PF_DETAIL,P2,medium,HR,NO
DATA_ANALYST,P2,DEVELOPMENT,junior,PF_DETAIL,P1,medium,HR,NO
DATA_ANALYST,P2,DEVELOPMENT,junior,PF_DETAIL,P2,medium,HR,NO
DATA_ANALYST,P1,DEVELOPMENT,junior,ALLOCATED_FUND,P1,high,FINANCE,NO
DATA_ANALYST,P1,DEVELOPMENT,junior,ALLOCATED_FUND,P2,low,FINANCE,NO
DATA_ANALYST,P2,DEVELOPMENT,junior,FINANCE_REPORT,P1,low,FINANCE,NO
DATA_ANALYST,P2,DEVELOPMENT,intermediate,FINANCE_REPORT,P2,high,FINANCE,NO
DATA_ANALYST,P1,DEVELOPMENT,junior,TAX_DETAIL,P1,high,FINANCE,NO
DATA_ANALYST,P1,DEVELOPMENT,junior,TAX_DETAIL,P2,low,FINANCE,NO
DATA_ANALYST,P2,DEVELOPMENT,junior,TAX_DETAIL,P1,low,FINANCE,NO
DATA_ANALYST,P2,DEVELOPMENT,junior,TAX_DETAIL,P2,low,FINANCE,NO
DATA_ANALYST,P1,DEVELOPMENT,senior,STORAGE,P1,high,TECHNICAL,YES
DATA_ANALYST,P1,DEVELOPMENT,junior,GPU,P2,low,TECHNICAL,NO
DATA_ANALYST,P2,DEVELOPMENT,intermediate,STORAGE,P1,high,TECHNICAL,NO
SALES_MANAGER,NotA,FINANCE,junior,PROJECT_COST,P3,low,FINANCE,YES
SALES_MANAGER,NotA,FINANCE,junior,SALARY_DETAIL,P3,low,HR,NO
SALES_MANAGER,NotA,FINANCE,intermediate,CLIENT_DETAIL,P3,high,HR,NO
SALES_MANAGER,NotA,FINANCE,junior,PROJECT_DETAIL,P3,medium,DEVELOPMENT,NO
SALES_MANAGER,NotA,FINANCE,junior,SERVER,P3,medium,TECHNICAL,NO
SALES_MANAGER,NotA,FINANCE,junior,DATABASE,P3,high,TECHNICAL,NO
SALES_MANAGER,NotA,FINANCE,junior,PF_DETAIL,P1,low,HR,NO
SALES_MANAGER,NotA,FINANCE,junior,PF_DETAIL,P2,medium,HR,NO
SALES_MANAGER,NotA,FINANCE,senior,FINANCE_REPORT,P1,medium,FINANCE,YES
SALES_MANAGER,NotA,FINANCE,junior,FINANCE_REPORT,P2,low,FINANCE,YES
SALES_MANAGER,NotA,FINANCE,senior,TAX_DETAIL,P1,medium,FINANCE,YES
SALES_MANAGER,NotA,FINANCE,junior,TAX_DETAIL,P2,low,FINANCE,YES
SALES_MANAGER,NotA,FINANCE,junior,PROJECT_DETAIL,P1,medium,DEVELOPMENT,NO
SALES_MANAGER,NotA,FINANCE,junior,PROJECT_DETAIL,P2,high,DEVELOPMENT,NO
DEVOPS_ENGINEER,NotA,TECHNICAL,junior,SALARY_DETAIL,P3,medium,HR,NO
DEVOPS_ENGINEER,NotA,TECHNICAL,junior,CLIENT_DETAIL,P3,low,HR,NO
DEVOPS_ENGINEER,NotA,TECHNICAL,intermediate,EMP_DETAIL,P3,high,DEVELOPMENT,NO
DEVOPS_ENGINEER,NotA,TECHNICAL,junior,PROJECT_DETAIL,P3,low,DEVELOPMENT,NO
DEVOPS_ENGINEER,NotA,TECHNICAL,junior,PROJECT_COST,P3,high,FINANCE,NO
DEVOPS_ENGINEER,NotA,TECHNICAL,senior,SERVER,P3,medium,TECHNICAL,YES
DEVOPS_ENGINEER,NotA,TECHNICAL,junior,NETWORK_SETUP,P3,low,TECHNICAL,YES
DEVOPS_ENGINEER,NotA,TECHNICAL,intermediate,PF_DETAIL,P2,high,HR,NO
DEVOPS_ENGINEER,NotA,TECHNICAL,junior,ALLOCATED_FUND,P1,low,FINANCE,NO
DEVOPS_ENGINEER,NotA,TECHNICAL,junior,ALLOCATED_FUND,P2,medium,FINANCE,NO
DEVOPS_ENGINEER,NotA,TECHNICAL,junior,TAX_DETAIL,P1,medium,FINANCE,NO
DEVOPS_ENGINEER,NotA,TECHNICAL,junior,TAX_DETAIL,P2,medium,FINANCE,NO
DEVOPS_ENGINEER,NotA,TECHNICAL,junior,SALARY_DETAIL,P1,high,HR,NO
DEVOPS_ENGINEER,NotA,TECHNICAL,junior,SALARY_DETAIL,P2,medium,HR,NO
DEVOPS_ENGINEER,NotA,TECHNICAL,junior,CLIENT_DETAIL,P1,medium,HR,NO
DEVOPS_ENGINEER,NotA,TECHNICAL,junior,CLIENT_DETAIL,P2,high,HR,NO
DEVOPS_ENGINEER,NotA,TECHNICAL,junior,EMP_DETAIL,P1,low,DEVELOPMENT,NO
DEVOPS_ENGINEER,NotA,TECHNICAL,junior,EMP_DETAIL,P2,low,DEVELOPMENT,NO
DEVOPS_ENGINEER,NotA,TECHNICAL,junior,PROJECT_DETAIL,P1,medium,DEVELOPMENT,NO
DEVOPS_ENGINEER,NotA,TECHNICAL,junior,PROJECT_DETAIL,P2,low,DEVELOPMENT,NO
DEVOPS_ENGINEER,NotA,TECHNICAL,junior,PROJECT_COST,P1,medium,FINANCE,NO
DEVOPS_ENGINEER,NotA,TECHNICAL,junior,PROJECT_COST,P2,low,FINANCE,NO
DEVOPS_ENGINEER,NotA,TECHNICAL,senior,SERVER,P1,high,TECHNICAL,YES
DEVOPS_ENGINEER,NotA,TECHNICAL,senior,SERVER,P2,medium,TECHNICAL,YES
DEVOPS_ENGINEER,NotA,TECHNICAL,senior,DATABASE,P1,high,TECHNICAL,YES
DEVOPS_ENGINEER,NotA,TECHNICAL,senior,DATABASE,P2,high,TECHNICAL,YES
